Index,tag,Frequency,err,LgInt,dr,ELO,gup,qn1,qn2,qn3,qn4,qn5,qn6,qnn1,qnn2,qnn3,qnn4,qnn5,qnn6,Formula,qnfmt,qlog300,qlog225,qlog150,qlog75,qlog37,qlog18,qlog9,Transition,CHECK,Source,delta x,delta y,C,Area,delta Area,Width,delta Width,Velocity,delta Velocity,Intensity,delta Intensity,Continuum,delta Continuum,Cont.Size,Fraction,SourceSize,delta SourceSize,Telescope,N/EM,delta N/EM,Tex/Te,delta Tex/Te,Tbg,tau/taul,delta tau/taul,Filtered
56,51525,220959.3543,0.0104,-3.1587,2,970.3401,49,24,-2,0,,,,23,2,0,,,,"HC3N,v7=4/v5=v7=1",1303,3.1383,3.0133,2.8373,2.5364,2.2358,1.9356,1.6363,"24,-2,0-23,2,0",true,,0.0,0.0,1,2.343472906923606E-6,,43.713116,,250.0,,5.0363487446458664E-8,,0.0,0.0,0.0,,0.0,-1.0,0.022x0.02,12.713566,,1142.0,,0.0,2.2593552644389357E-6,0.0,true
57,51525,220980.9938,0.0076,-3.1502,2,968.1315,49,24,0,0,,,,23,0,0,,,,"HC3N,v7=4/v5=v7=1",1303,3.1383,3.0133,2.8373,2.5364,2.2358,1.9356,1.6363,"24,0,0-23,0,0",true,,0.0,0.0,1,2.370970765317114E-6,,43.713116,,250.0,,5.095444263876845E-8,,0.0,0.0,0.0,,0.0,-1.0,0.022x0.02,12.713566,,1142.0,,0.0,2.2858668966933276E-6,0.0,true
58,51525,221020.7041,0.0159,-3.1595,2,970.3583,49,24,2,0,,,,23,-2,0,,,,"HC3N,v7=4/v5=v7=1",1303,3.1383,3.0133,2.8373,2.5364,2.2358,1.9356,1.6363,"24,2,0-23,-2,0",true,,0.0,0.0,1,2.338667053218369E-6,,43.713116,,250.0,,5.026020507223629E-8,,0.0,0.0,0.0,,0.0,-1.0,0.022x0.02,12.713566,,1142.0,,0.0,2.254724415171667E-6,0.0,true
59,51525,221091.0647,0.0087,-3.1804,2,977.0113,49,24,-4,0,,,,23,4,0,,,,"HC3N,v7=4/v5=v7=1",1303,3.1383,3.0133,2.8373,2.5364,2.2358,1.9356,1.6363,"24,-4,0-23,4,0",true,,0.0,0.0,1,2.281119326835633E-6,,43.713116,,250.0,,4.902344955686839E-8,,0.0,0.0,0.0,,0.0,-1.0,0.022x0.02,12.713566,,1142.0,,0.0,2.1992450001802984E-6,0.0,true
60,51525,221091.0838,0.0087,-3.1804,2,977.0113,49,24,4,0,,,,23,-4,0,,,,"HC3N,v7=4/v5=v7=1",1303,3.1383,3.0133,2.8373,2.5364,2.2358,1.9356,1.6363,"24,4,0-23,-4,0",true,,0.0,0.0,1,2.281118991703356E-6,,43.713116,,250.0,,4.902344235660985E-8,,0.0,0.0,0.0,,0.0,-1.0,0.022x0.02,12.713566,,1142.0,,0.0,2.199244812646853E-6,0.0,true
61,51525,221499.6094,0.4316,-6.0984,2,963.2755,47,23,2,3,,,,22,-2,0,,,,"HC3N,v7=4/v5=v7=1",1303,3.1383,3.0133,2.8373,2.5364,2.2358,1.9356,1.6363,"23,2,3-22,-2,0",true,,0.0,0.0,1,2.6197536267338633E-9,,43.713116,,250.0,,5.630104941301974E-11,,0.0,0.0,0.0,,0.0,-1.0,0.022x0.02,12.713566,,1142.0,,0.0,2.5257422466875597E-9,0.0,false
62,51525,235270.0163,0.4996,-4.8828,2,977.7308,51,25,-2,3,,,,24,2,0,,,,"HC3N,v7=4/v5=v7=1",1303,3.1383,3.0133,2.8373,2.5364,2.2358,1.9356,1.6363,"25,-2,3-24,2,0",true,,0.0,0.0,1,4.280116115586344E-8,,43.713116,,250.0,,9.198384998303693E-10,,0.0,0.0,0.0,,0.0,-1.0,0.02x0.022,12.713566,,1142.0,,0.0,4.114750145709605E-8,0.0,true
63,51525,236383.8292,0.4524,-5.257,2,977.7105,51,25,2,3,,,,24,-2,0,,,,"HC3N,v7=4/v5=v7=1",1303,3.1383,3.0133,2.8373,2.5364,2.2358,1.9356,1.6363,"25,2,3-24,-2,0",true,,0.0,0.0,1,1.8226839862204088E-8,,43.713116,,250.0,,3.917124829706474E-10,,0.0,0.0,0.0,,0.0,-1.0,0.02x0.022,12.713566,,1142.0,,0.0,1.7301725403141523E-8,0.0,true
64,51525,237336.053,0.03,-3.0825,2,984.6539,53,26,0,2,,,,25,0,2,,,,"HC3N,v7=4/v5=v7=1",1303,3.1383,3.0133,2.8373,2.5364,2.2358,1.9356,1.6363,"26,0,2-25,0,2",true,,0.0,0.0,1,2.7806349464407435E-6,,43.713116,,250.0,,5.97585161752756E-8,,0.0,0.0,0.0,,0.0,-1.0,0.02x0.022,12.713566,,1142.0,,0.0,2.63955183785842E-6,0.0,true
65,51525,237409.811,0.03,-3.0852,2,986.0048,53,26,0,1,,,,25,0,1,,,,"HC3N,v7=4/v5=v7=1",1303,3.1383,3.0133,2.8373,2.5364,2.2358,1.9356,1.6363,"26,0,1-25,0,1",true,,0.0,0.0,1,2.7757782506329007E-6,,43.713116,,250.0,,5.965414117270897E-8,,0.0,0.0,0.0,,0.0,-1.0,0.02x0.022,12.713566,,1142.0,,0.0,2.6349453622706973E-6,0.0,true
66,51525,237716.917,0.03,-3.0958,2,985.5954,53,26,-2,3,,,,25,2,3,,,,"HC3N,v7=4/v5=v7=1",1303,3.1383,3.0133,2.8373,2.5364,2.2358,1.9356,1.6363,"26,-2,3-25,2,3",true,,0.0,0.0,1,2.701468652526035E-6,,43.713116,,250.0,,5.805715726077223E-8,,0.0,0.0,0.0,,0.0,-1.0,0.02x0.022,12.713566,,1142.0,,0.0,2.5644208561036957E-6,0.0,true
67,51525,237898.314,0.03,-3.1105,2,985.5785,53,26,2,3,,,,25,-2,3,,,,"HC3N,v7=4/v5=v7=1",1303,3.1383,3.0133,2.8373,2.5364,2.2358,1.9356,1.6363,"26,2,3-25,-2,3",true,,0.0,0.0,1,2.6094312746228772E-6,,43.713116,,250.0,,5.607918644941552E-8,,0.0,0.0,0.0,,0.0,-1.0,0.02x0.022,12.713566,,1142.0,,0.0,2.4770608863242584E-6,0.0,true
68,51501,218324.723,0.01,-1.2947,2,83.7551,49,24,,,,,,23,,,,,,"HC3N,v=0",101,3.1383,3.0133,2.8373,2.5364,2.2358,1.9356,1.6363,24-23,true,,0.0,0.0,1,8.862293701000968E-6,,43.713116,,250.0,,1.9045904597298524E-7,,0.0,0.0,0.0,,0.0,-1.0,0.022x0.02,12.713566,,1142.0,,0.0,7.272013481652298E-6,0.0,true
69,51501,236512.7888,0.0021,-1.222,2,98.6235,53,26,,,,,,25,,,,,,"HC3N,v=0",101,3.1383,3.0133,2.8373,2.5364,2.2358,1.9356,1.6363,26-25,true,,0.0,0.0,1,8.820991953724173E-6,,43.713116,,250.0,,1.895713948412025E-7,,0.0,0.0,0.0,,0.0,-1.0,0.02x0.022,12.713566,,1142.0,,0.0,8.373319889858535E-6,0.0,true
